6961.9918 16.498008 16.498029 16.498029 1.00 0 244380 248855 252791 3250 3536 0 236 243 140 727 0.014483256 -0.018132803 -0.01611643 1.0070675 0.98818336 469.75953 409.18434 670.21396 675.56635 345.51435 312.16745 347.54437 306.11887 21789.0 20892.0 25600.0 26563.0 8738.0 5084.0 15277.0 14739.0 20830.0 20048.0 24413.0 25181.0 8611.0 5029.0 14879.0 14368.0 0.95754432 0.95409472 0.9485504 0.9435088 0.98786464 0.98818336 0.96693216 0.96855008 101.985 0.442338 0.431995 -1.49472
6971.9968 16.47367 16.473679 16.473679 1.00 0 244012 251078 256064 3096 3369 0 236 243 140 727 0.013820064 -0.028543141 -0.020086019 1.0070464 0.99301696 412.57386 439.38719 646.55632 650.5227 306.16028 274.4229 352.32718 287.74697 22112.0 21183.0 25464.0 26650.0 8886.0 4996.0 15603.0 15103.0 21100.0 20323.0 24168.0 25298.0 8749.0 4948.0 15159.0 14703.0 0.95667616 0.95556832 0.94526048 0.94585824 0.99221312 0.99301696 0.970856 0.9742384 101.968 0.442002 0.430686 -1.54773
6981.99 16.449405 16.449429 16.449429 1.00 0 243856 253549 259668 3173 3446 0 236 243 140 727 0.01414498 -0.038986263 -0.024267156 1.0070656 0.99319296 458.24191 430.11771 600.86772 655.38727 332.87737 341.10123 336.26622 291.38985 21842.0 21213.0 25353.0 26627.0 8992.0 5339.0 15773.0 15290.0 20833.0 20339.0 24124.0 25248.0 8855.0 5285.0 15350.0 14876.0 0.9562064 0.954816 0.9476352 0.94476448 0.99230176 0.99319296 0.97245056 0.97331904 101.956 0.442066 0.431396 -1.55049
6991.993 16.425212 16.425229 16.425229 1.00 0 244387 256893 264236 3166 3445 0 236 243 140 727 0.01411012 -0.049924092 -0.028600188 1.0071971 0.99291648 464.77471 423.62296 656.83488 662.08387 302.68461 286.67995 355.70961 293.09471 22262.0 21511.0 25833.0 26797.0 9034.0 5400.0 15934.0 15487.0 21262.0 20650.0 24582.0 25365.0 8901.0 5338.0 15501.0 15078.0 0.95751264 0.95601088 0.94753056 0.94338912 0.99291648 0.9916 0.97214368 0.97417984 101.945 0.442053 0.431091 -1.50942
7002.0054 16.401091 16.401079 16.401129 1.00 0 243115 258134 266644 3159 3432 0 236 243 140 727 0.014130493 -0.059971326 -0.032853079 1.0071978 0.99366528 454.09636 418.38917 644.28566 633.71 335.12735 306.43447 358.67281 282.25318 22287.0 21337.0 25307.0 27077.0 9151.0 5392.0 16121.0 15570.0 21249.0 20505.0 24065.0 25685.0 9023.0 5336.0 15641.0 15165.0 0.95614048 0.9569104 0.94692064 0.94498368 0.99366528 0.99307584 0.96959104 0.97454912 101.931 0.442299 0.431185 -1.52572
7012.0056 16.377042 16.377029 16.377079 1.00 0 242643 260165 269833 3060 3322 0 236 243 140 727 0.013704225 -0.06976111 -0.036903511 1.0068496 0.99412384 420.36861 408.47515 581.62157 624.44096 297.56089 321.24957 370.7507 298.25502 22254.0 21445.0 25823.0 26828.0 9278.0 5324.0 16031.0 15593.0 21316.0 20547.0 24500.0 25472.0 9158.0 5274.0 15547.0 15158.0 0.96021376 0.95444416 0.94513632 0.9459184 0.99412384 0.99345824 0.96888608 0.97235008 101.917 0.442056 0.429785 -1.65061
7021.9942 16.353064 16.353079 16.353079 1.00 0 241555 261696 272519 3090 3350 0 236 243 140 727 0.01388204 -0.080132488 -0.040940771 1.0070374 0.99710784 455.79749 404.11029 601.87538 632.74851 283.10366 325.98336 355.24455 291.9106 22221.0 21636.0 25484.0 27007.0 9119.0 5291.0 16091.0 15754.0 21255.0 20683.0 24295.0 25662.0 8969.0 5262.0 15663.0 15342.0 0.95857088 0.95148512 0.94948256 0.94634336 0.99095488 0.99710784 0.97268608 0.97417568 101.904 0.441979 0.429587 -1.74224
7031.9914 16.329158 16.329179 16.329229 1.00 0 242707 265594 277723 3029 3291 0 236 243 140 727 0.013572757 -0.090169078 -0.045067338 1.0071469 0.99433152 386.58949 469.35489 561.6829 615.22973 285.85529 310.62803 364.05672 297.74605 22463.0 21481.0 25840.0 27202.0 9415.0 5502.0 16144.0 16090.0 21543.0 20553.0 24541.0 25818.0 9284.0 5454.0 15661.0 15631.0 0.96162912 0.95314656 0.94588768 0.94517952 0.9932912 0.99433152 0.96960384 0.9714496 101.894 0.442242 0.431127 -1.69534
7041.9763 16.305322 16.305379 16.305379 1.00 0 242519 268086 281423 3169 3436 0 236 243 140 727 0.014181763 -0.10029229 -0.048961102 1.0068285 0.99386272 450.27233 457.51116 633.89652 574.09051 336.06304 331.11448 370.67654 282.85866 22549.0 21504.0 26067.0 27370.0 9502.0 5504.0 16426.0 16430.0 21565.0 20614.0 24826.0 25962.0 9372.0 5456.0 15956.0 15963.0 0.95860992 0.9550016 0.94892896 0.94478432 0.99326528 0.99386272 0.97028128 0.97085632 101.882 0.442529 0.430993 -1.60173
7051.9908 16.281557 16.281579 16.281579 1.00 0 240505 268363 282748 3230 3503 0 236 243 140 727 0.014579492 -0.10967326 -0.052626985 1.007185 0.99312672 463.52787 509.71898 550.93689 638.76347 292.20582 357.90733 386.12188 303.95075 22348.0 21405.0 25503.0 26893.0 9634.0 5740.0 16585.0 16072.0 21398.0 20493.0 24308.0 25568.0 9496.0 5673.0 16146.0 15589.0 0.95992928 0.95352064 0.94941184 0.9469952 0.99312672 0.99087072 0.97261728 0.97023296 101.869 0.441996 0.430122 -1.68854
