28899.976 3.9227351 3.9227385 3.9227385 100000 0 102105 180815 231796 253 112 119 242 251 1.7716614 1.2814528 1.3726513e-05 -0.57191775 -0.24799443 101.913 0.61179 0.553582 -8.19561 101992 180696 231553 1
28920.219 3.9200181 3.9199885 3.9200385 100000 0 103052 182512 233920 252 112 119 242 251 1.7718483 1.2811753 3.8857813e-06 -0.57202324 -0.24777786 101.904 0.611804 0.553677 -8.19766 102939 182393 233677 0
28941.965 3.9173048 3.9170385 3.9172885 100000 0 101116 179106 229599 253 112 119 242 251 1.7720889 1.2814137 1.386092e-05 -0.57215902 -0.24796392 101.896 0.611833 0.553754 -8.18448 101003 178987 229356 1
28960.79 3.9145953 3.9144885 3.9145885 100000 0 101701 180234 231056 254 112 119 242 251 1.7729879 1.2814779 2.3624745e-05 -0.5726662 -0.24801402 101.881 0.611858 0.553915 -8.16853 101588 180115 230813 2
28980.747 3.9118895 3.9117885 3.9118885 100000 0 101865 180415 231249 257 112 119 242 251 1.7719091 1.2812619 5.3070001e-05 -0.57205755 -0.24784545 101.871 0.611843 0.554005 -8.15522 101752 180296 231006 5
29000.363 3.9091874 3.9091385 3.9091885 100000 0 102481 181529 232743 256 112 119 242 251 1.7721289 1.2816295 4.2982014e-05 -0.57218159 -0.24813232 102.272 0.611782 0.553987 -8.13621 102368 181410 232500 4
29020.376 3.9064891 3.9064385 3.9064885 100000 0 102132 181011 231953 257 112 119 242 251 1.7731137 1.2809323 5.2931109e-05 -0.57273715 -0.24758817 102.263 0.611741 0.553926 -8.14276 102019 180892 231710 5
29040.417 3.9037945 3.9037385 3.9037885 100000 0 101748 180120 230779 258 112 119 242 251 1.7710463 1.2807507 6.2970186e-05 -0.5715705 -0.24744639 102.253 0.611678 0.553731 -8.14255 101635 180001 230536 6
29060.486 3.9011037 3.9010385 3.9010885 100000 0 102196 180875 231481 256 112 119 242 251 1.7706699 1.2792848 4.3102013e-05 -0.57135795 -0.24630117 102.246 0.611717 0.55383 -8.15613 102083 180756 231238 4
29080.209 3.8984165 3.8983885 3.8984385 100000 0 101853 180123 230106 252 112 119 242 251 1.769248 1.2769905 3.9315749e-06 -0.5705546 -0.24450614 102.232 0.611768 0.553889 -8.15097 101740 180004 229863 0
29099.96 3.895733 3.8957385 3.8957385 100000 0 102217 180627 230221 249 112 119 242 251 1.7678768 1.2740621 -2.5464133e-05 -0.56977928 -0.2422103 102.222 0.611768 0.553794 -8.16287 102104 180508 229978 -2
29120.111 3.8930532 3.8930385 3.8930385 100000 0 102001 179807 228177 249 112 119 242 251 1.7635766 1.268501 -2.5518116e-05 -0.56734391 -0.23783589 102.214 0.611791 0.553747 -8.17234 101888 179688 227934 -2
29150.016 3.8890405 3.8890385 3.8890385 100000 0 102181 178502 223074 251 112 119 242 251 1.747681 1.249174 -5.8784109e-06 -0.55828977 -0.22248253 102.203 0.611825 0.553664 -8.18353 102068 178383 222831 0
29152.636 3.8887064 3.8886885 3.8886385 100000 0 102190 178299 222116 250 112 119 242 251 1.7455382 1.2452206 -1.567438e-05 -0.55706293 -0.2193127 102.193 0.611852 0.553647 -8.19557 102077 178180 221873 -1
29154.881 3.8883725 3.8883885 3.8883885 100000 0 102073 177761 220920 246 112 119 242 251 1.7422646 1.2422592 -5.4923284e-05 -0.55518576 -0.21693166 102.184 0.611793 0.553494 -8.20569 101960 177642 220677 -5
29157.876 3.8880386 3.8879885 3.8880385 100000 0 101911 177117 219552 248 112 119 242 251 1.738711 1.2390502 -3.5364014e-05 -0.55314403 -0.21434512 102.171 0.611759 0.553393 -8.21695 101798 176998 219309 -3
29160.872 3.8877047 3.8875885 3.8876885 100000 0 101900 176790 218319 248 112 119 242 251 1.7356863 1.2343644 -3.5367835e-05 -0.5514029 -0.21055618 102.164 0.61175 0.553397 -8.22115 101787 176671 218076 -3
29162.744 3.8873709 3.8873385 3.8873885 100000 0 101976 176591 217379 248 112 119 242 251 1.7324378 1.2304298 -3.5341447e-05 -0.54952955 -0.20736354 102.151 0.611784 0.553485 -8.21335 101863 176472 217136 -3
29165.366 3.8870372 3.8869885 3.8870385 100000 0 101782 175833 215552 246 112 119 242 251 1.728288 1.22534 -5.5080486e-05 -0.54713132 -0.20321836 102.141 0.611762 0.553524 -8.20867 101669 175714 215309 -5
29167.988 3.8867036 3.8866385 3.8866885 100000 0 102000 175584 214166 247 112 119 242 251 1.7221462 1.2191799 -4.5147879e-05 -0.5435713 -0.19817842 102.134 0.611773 0.553626 -8.19381 101887 175465 213923 -4
29170.236 3.88637 3.8863385 3.8863885 100000 0 101836 174872 212389 248 112 119 242 251 1.7179233 1.2139786 -3.5390087e-05 -0.54111618 -0.19390306 102.119 0.611705 0.553625 -8.1867 101723 174753 212146 -3
29172.86 3.8860364 3.8859885 3.8860385 100000 0 102369 175222 211245 249 112 119 242 251 1.7123916 1.2050188 -2.5426281e-05 -0.53789099 -0.18649517 102.108 0.611648 0.553611 -8.17661 102256 175103 211002 -2
29175.858 3.8857028 3.8855885 3.8856885 100000 0 101722 173249 207431 245 112 119 242 251 1.7038778 1.1967215 -6.495462e-05 -0.53290671 -0.17958573 102.102 0.61164 0.553649 -8.16956 101609 173130 207188 -6
29178.108 3.8853694 3.8852885 3.8853885 100000 0 101760 172287 204606 244 112 119 242 251 1.6937767 1.1869999 -7.4768268e-05 -0.52696077 -0.17142903 102.09 0.611691 0.553802 -8.15405 101647 172168 204363 -7
29180.732 3.885036 3.8849385 3.8850385 100000 0 101967 171487 201378 248 112 119 242 251 1.6824801 1.1737045 -3.534457e-05 -0.52026895 -0.16016499 102.088 0.611727 0.55388 -8.15136 101854 171368 201135 -3
