28899.976 3.9227351 3.9227385 3.9227385 100000 0 102064 179525 230050 272 106 111 237 274 1.7596903 1.2809093 -2.5500796e-05 -0.56513783 -0.24757022 102.227 0.611748 0.553299 -8.23962 101957 179413 229812 -2
28920.588 3.9200181 3.9199385 3.9200385 100000 0 102259 179799 230394 274 106 111 237 274 1.7590135 1.2808705 -5.8735656e-06 -0.56475314 -0.24753992 102.216 0.611756 0.553378 -8.22342 102152 179687 230156 0
28940.859 3.9173048 3.9171885 3.9172885 100000 0 101374 178385 228553 273 106 111 237 274 1.7604229 1.2807031 -1.5799723e-05 -0.56555406 -0.24740922 102.208 0.611744 0.553342 -8.22259 101267 178273 228315 -1
28960.79 3.9145953 3.9144885 3.9145385 100000 0 102302 180139 230773 272 106 111 237 274 1.7616003 1.2805567 -2.5441408e-05 -0.56622266 -0.24729491 102.196 0.611723 0.553228 -8.2336 102195 180027 230535 -2
28980.378 3.9118895 3.9118385 3.9118885 100000 0 101521 178720 228973 274 106 111 237 274 1.7611744 1.2806525 -5.9163079e-06 -0.56598086 -0.24736971 102.188 0.611704 0.553125 -8.24873 101414 178608 228735 0
29000.363 3.9091874 3.9091385 3.9091385 100000 0 102731 180980 231819 271 106 111 237 274 1.7624312 1.2803856 -3.5079308e-05 -0.56669422 -0.24716128 102.177 0.611713 0.553117 -8.25189 102624 180868 231581 -3
29020.376 3.9064891 3.9064385 3.9064885 100000 0 101057 177849 227793 273 106 111 237 274 1.7606413 1.2802893 -1.5849336e-05 -0.56567812 -0.24708607 102.161 0.611755 0.553192 -8.24843 100950 177737 227555 -1
29040.417 3.9037945 3.9037385 3.9037885 100000 0 101566 178765 228936 273 106 111 237 274 1.7608368 1.2801228 -1.5769824e-05 -0.56578915 -0.24695601 102.16 0.611771 0.553177 -8.25152 101459 178653 228698 -1
29060.486 3.9011037 3.9010385 3.9010385 100000 0 101933 179223 229272 274 106 111 237 274 1.7589883 1.2787254 -5.89237e-06 -0.56473881 -0.2458638 102.145 0.611769 0.553158 -8.25301 101826 179111 229034 0
29080.209 3.8984165 3.8983885 3.8984385 100000 0 102819 180767 230865 273 106 111 237 274 1.7588475 1.2766144 -1.5577446e-05 -0.56465877 -0.24421157 102.139 0.611796 0.553217 -8.25549 102712 180655 230627 -1
29099.96 3.895733 3.8957385 3.8956885 100000 0 102054 179212 228239 273 106 111 237 274 1.7567927 1.2730362 -1.5694337e-05 -0.56348982 -0.24140476 102.122 0.611804 0.553265 -8.24861 101947 179100 228001 -1
29120.485 3.8930532 3.8929885 3.8930385 100000 0 101760 178240 225991 273 106 111 237 274 1.7523118 1.2673627 -1.5739728e-05 -0.56093594 -0.23693813 102.116 0.611795 0.553284 -8.24279 101653 178128 225753 -1
29150.016 3.8890405 3.8890385 3.8890385 100000 0 101676 176497 220313 273 106 111 237 274 1.7366003 1.2476957 -1.5752745e-05 -0.55192935 -0.22129841 102.099 0.611801 0.55331 -8.24214 101569 176385 220075 -1
29152.636 3.8887064 3.8886885 3.8886885 100000 0 101874 176526 219899 270 106 111 237 274 1.7335065 1.2451438 -4.5201027e-05 -0.55014624 -0.21925103 102.088 0.611791 0.553353 -8.23348 101767 176414 219661 -4
29155.256 3.8883725 3.8883385 3.8883885 100000 0 101672 175965 218607 274 106 111 237 274 1.7314307 1.241769 -5.907512e-06 -0.54894806 -0.21653698 102.083 0.611763 0.553364 -8.2318 101565 175853 218369 0
29157.876 3.8880386 3.8879885 3.8879885 100000 0 102352 176907 219057 276 106 111 237 274 1.7291287 1.237698 1.3692521e-05 -0.54761764 -0.2132532 102.072 0.611777 0.553473 -8.21529 102245 176795 218819 1
29160.872 3.8877047 3.8875885 3.8876885 100000 0 102166 176194 217471 276 106 111 237 274 1.7252938 1.2337026 1.3717475e-05 -0.54539735 -0.21001989 102.06 0.611807 0.553551 -8.20603 102059 176082 217233 1
